item_id,order_id,product_name,category,price,quantity
I-000998,O-00316,Laptop Pro,Electronics,1200,2
I-000999,O-00316,Webcam 1080p,Accessories,80,2
I-001000,O-00316,Standing Desk,Furniture,600,3
I-001001,O-00317,Standing Desk,Furniture,600,2
I-001002,O-00317,Wireless Mouse,Accessories,50,1
I-001003,O-00317,4K Monitor,Electronics,400,1
I-001004,O-00317,Mechanical Keyboard,Accessories,130,3
I-001005,O-00318,4K Monitor,Electronics,400,3
I-001006,O-00319,4K Monitor,Electronics,400,2
I-001007,O-00319,Laptop Pro,Electronics,1200,1
I-001008,O-00319,Noise Cancelling Headphones,Electronics,300,3
I-001009,O-00319,Office Chair,Furniture,250,1
I-001010,O-00320,Wireless Mouse,Accessories,50,1
I-001011,O-00320,Mechanical Keyboard,Accessories,130,3
I-001012,O-00321,Noise Cancelling Headphones,Electronics,300,2
I-001013,O-00321,Webcam 1080p,Accessories,80,3
I-001014,O-00321,Mechanical Keyboard,Accessories,130,3
I-001015,O-00322,Office Chair,Furniture,250,1
I-001016,O-00322,Wireless Mouse,Accessories,50,3
I-001017,O-00323,Mechanical Keyboard,Accessories,130,2
I-001018,O-00323,Wireless Mouse,Accessories,50,2
I-001019,O-00323,Webcam 1080p,Accessories,80,1
I-001020,O-00323,Laptop Pro,Electronics,1200,2
I-001021,O-00324,Monitor Stand,Accessories,75,1
I-001022,O-00324,Noise Cancelling Headphones,Electronics,300,1
I-001023,O-00324,Standing Desk,Furniture,600,3
I-001024,O-00325,Webcam 1080p,Accessories,80,1
I-001025,O-00326,Noise Cancelling Headphones,Electronics,300,1
I-001026,O-00326,Mechanical Keyboard,Accessories,130,1
I-001027,O-00327,Standing Desk,Furniture,600,2
I-001028,O-00327,4K Monitor,Electronics,400,2
I-001029,O-00328,Standing Desk,Furniture,600,1
I-001030,O-00328,Webcam 1080p,Accessories,80,1
I-001031,O-00329,Office Chair,Furniture,250,1
I-001032,O-00329,Office Chair,Furniture,250,2
I-001033,O-00329,Monitor Stand,Accessories,75,1
I-001034,O-00330,Mechanical Keyboard,Accessories,130,2
I-001035,O-00331,Webcam 1080p,Accessories,80,1
I-001036,O-00332,Webcam 1080p,Accessories,80,2
I-001037,O-00332,Mechanical Keyboard,Accessories,130,2
I-001038,O-00333,Mechanical Keyboard,Accessories,130,2
I-001039,O-00333,Wireless Mouse,Accessories,50,2
I-001040,O-00334,Monitor Stand,Accessories,75,3
I-001041,O-00334,Laptop Pro,Electronics,1200,1
I-001042,O-00335,Wireless Mouse,Accessories,50,1
I-001043,O-00335,Noise Cancelling Headphones,Electronics,300,2
I-001044,O-00335,Mechanical Keyboard,Accessories,130,1
I-001045,O-00336,4K Monitor,Electronics,400,3
I-001046,O-00336,Noise Cancelling Headphones,Electronics,300,1
I-001047,O-00336,4K Monitor,Electronics,400,3
I-001048,O-00337,Noise Cancelling Headphones,Electronics,300,3
I-001049,O-00337,Laptop Pro,Electronics,1200,2
I-001050,O-00337,Noise Cancelling Headphones,Electronics,300,2
I-001051,O-00337,Mechanical Keyboard,Accessories,130,2
I-001052,O-00337,Webcam 1080p,Accessories,80,1
I-001053,O-00338,Standing Desk,Furniture,600,3
I-001054,O-00338,Office Chair,Furniture,250,1
I-001055,O-00338,Office Chair,Furniture,250,3
I-001056,O-00338,4K Monitor,Electronics,400,1
I-001057,O-00339,Webcam 1080p,Accessories,80,1
I-001058,O-00339,Laptop Pro,Electronics,1200,2
I-001059,O-00339,Mechanical Keyboard,Accessories,130,3
I-001060,O-00339,Standing Desk,Furniture,600,2
I-001061,O-00340,Noise Cancelling Headphones,Electronics,300,1
I-001062,O-00340,Standing Desk,Furniture,600,3
I-001063,O-00340,Laptop Pro,Electronics,1200,1
I-001064,O-00340,Mechanical Keyboard,Accessories,130,3
I-001065,O-00341,Webcam 1080p,Accessories,80,1
I-001066,O-00341,Wireless Mouse,Accessories,50,1
I-001067,O-00341,Office Chair,Furniture,250,2
I-001068,O-00341,4K Monitor,Electronics,400,3
I-001069,O-00342,Wireless Mouse,Accessories,50,3
I-001070,O-00342,Mechanical Keyboard,Accessories,130,1
I-001071,O-00342,4K Monitor,Electronics,400,2
I-001072,O-00343,Standing Desk,Furniture,600,2
I-001073,O-00343,Noise Cancelling Headphones,Electronics,300,3
I-001074,O-00343,Monitor Stand,Accessories,75,2
I-001075,O-00343,Noise Cancelling Headphones,Electronics,300,3
I-001076,O-00344,Noise Cancelling Headphones,Electronics,300,1
I-001077,O-00345,Webcam 1080p,Accessories,80,2
I-001078,O-00345,Office Chair,Furniture,250,3
I-001079,O-00345,Laptop Pro,Electronics,1200,3
I-001080,O-00345,Monitor Stand,Accessories,75,3
I-001081,O-00346,Noise Cancelling Headphones,Electronics,300,1
I-001082,O-00346,Noise Cancelling Headphones,Electronics,300,3
I-001083,O-00346,Laptop Pro,Electronics,1200,3
I-001084,O-00346,Noise Cancelling Headphones,Electronics,300,2
I-001085,O-00346,Standing Desk,Furniture,600,1
I-001086,O-00347,Monitor Stand,Accessories,75,2
I-001087,O-00348,Laptop Pro,Electronics,1200,1
I-001088,O-00348,Monitor Stand,Accessories,75,1
I-001089,O-00348,4K Monitor,Electronics,400,2
I-001090,O-00348,Standing Desk,Furniture,600,1
I-001091,O-00348,4K Monitor,Electronics,400,3
I-001092,O-00349,4K Monitor,Electronics,400,3
I-001093,O-00350,Noise Cancelling Headphones,Electronics,300,2
I-001094,O-00350,Standing Desk,Furniture,600,3
I-001095,O-00350,Standing Desk,Furniture,600,3
I-001096,O-00350,Standing Desk,Furniture,600,2
I-001097,O-00350,Office Chair,Furniture,250,2
I-001098,O-00351,Laptop Pro,Electronics,1200,2
I-001099,O-00352,Mechanical Keyboard,Accessories,130,3
I-001100,O-00352,Mechanical Keyboard,Accessories,130,3
I-001101,O-00352,Wireless Mouse,Accessories,50,2
I-001102,O-00352,Standing Desk,Furniture,600,2
I-001103,O-00353,Monitor Stand,Accessories,75,1
I-001104,O-00353,Standing Desk,Furniture,600,2
I-001105,O-00353,Standing Desk,Furniture,600,1
I-001106,O-00353,Webcam 1080p,Accessories,80,1
I-001107,O-00353,Noise Cancelling Headphones,Electronics,300,2
I-001108,O-00354,Office Chair,Furniture,250,1
I-001109,O-00354,Webcam 1080p,Accessories,80,1
I-001110,O-00355,Wireless Mouse,Accessories,50,1
I-001111,O-00355,Wireless Mouse,Accessories,50,3
I-001112,O-00355,Wireless Mouse,Accessories,50,3
I-001113,O-00356,Office Chair,Furniture,250,3
I-001114,O-00357,Webcam 1080p,Accessories,80,1
I-001115,O-00357,Mechanical Keyboard,Accessories,130,1
I-001116,O-00357,Monitor Stand,Accessories,75,1
I-001117,O-00357,Standing Desk,Furniture,600,1
I-001118,O-00357,Laptop Pro,Electronics,1200,3
I-001119,O-00358,Monitor Stand,Accessories,75,2
I-001120,O-00358,Monitor Stand,Accessories,75,2
I-001121,O-00358,4K Monitor,Electronics,400,3
I-001122,O-00359,Noise Cancelling Headphones,Electronics,300,1
I-001123,O-00359,Mechanical Keyboard,Accessories,130,2
I-001124,O-00359,Office Chair,Furniture,250,1
I-001125,O-00359,Wireless Mouse,Accessories,50,2
I-001126,O-00359,Noise Cancelling Headphones,Electronics,300,2
I-001127,O-00360,Standing Desk,Furniture,600,2
I-001128,O-00360,Laptop Pro,Electronics,1200,1
I-001129,O-00360,Monitor Stand,Accessories,75,3
I-001130,O-00361,Standing Desk,Furniture,600,1
I-001131,O-00361,Office Chair,Furniture,250,3
I-001132,O-00362,Wireless Mouse,Accessories,50,2
I-001133,O-00362,Wireless Mouse,Accessories,50,3
I-001134,O-00363,Monitor Stand,Accessories,75,1
I-001135,O-00363,Monitor Stand,Accessories,75,3
I-001136,O-00364,4K Monitor,Electronics,400,2
I-001137,O-00365,Monitor Stand,Accessories,75,1
I-001138,O-00365,Mechanical Keyboard,Accessories,130,3
I-001139,O-00366,Wireless Mouse,Accessories,50,1
I-001140,O-00366,Laptop Pro,Electronics,1200,2
I-001141,O-00366,Webcam 1080p,Accessories,80,2
I-001142,O-00367,Laptop Pro,Electronics,1200,3
I-001143,O-00367,Standing Desk,Furniture,600,2
I-001144,O-00368,Mechanical Keyboard,Accessories,130,3
I-001145,O-00368,Office Chair,Furniture,250,3
I-001146,O-00368,Webcam 1080p,Accessories,80,1
I-001147,O-00369,Standing Desk,Furniture,600,1
I-001148,O-00369,Webcam 1080p,Accessories,80,1
I-001149,O-00369,Monitor Stand,Accessories,75,3
I-001150,O-00369,Wireless Mouse,Accessories,50,3
I-001151,O-00369,Mechanical Keyboard,Accessories,130,1
I-001152,O-00370,Laptop Pro,Electronics,1200,2
I-001153,O-00370,4K Monitor,Electronics,400,1
I-001154,O-00370,Wireless Mouse,Accessories,50,2
I-001155,O-00371,4K Monitor,Electronics,400,1
I-001156,O-00372,Mechanical Keyboard,Accessories,130,2
I-001157,O-00372,Noise Cancelling Headphones,Electronics,300,3
I-001158,O-00372,Standing Desk,Furniture,600,3
I-001159,O-00372,Wireless Mouse,Accessories,50,1
I-001160,O-00372,Laptop Pro,Electronics,1200,3
I-001161,O-00373,Wireless Mouse,Accessories,50,3
I-001162,O-00373,Office Chair,Furniture,250,2
I-001163,O-00373,4K Monitor,Electronics,400,2
I-001164,O-00373,Webcam 1080p,Accessories,80,1
I-001165,O-00374,Monitor Stand,Accessories,75,2
I-001166,O-00374,Monitor Stand,Accessories,75,3
I-001167,O-00374,Office Chair,Furniture,250,1
I-001168,O-00374,Monitor Stand,Accessories,75,1
I-001169,O-00375,Standing Desk,Furniture,600,3
I-001170,O-00375,Monitor Stand,Accessories,75,2
I-001171,O-00375,Monitor Stand,Accessories,75,3
I-001172,O-00375,Wireless Mouse,Accessories,50,2
I-001173,O-00376,Noise Cancelling Headphones,Electronics,300,1
I-001174,O-00376,4K Monitor,Electronics,400,1
I-001175,O-00377,Mechanical Keyboard,Accessories,130,1
I-001176,O-00377,Noise Cancelling Headphones,Electronics,300,3
I-001177,O-00377,Webcam 1080p,Accessories,80,2
I-001178,O-00378,Laptop Pro,Electronics,1200,3
I-001179,O-00379,Monitor Stand,Accessories,75,1
I-001180,O-00379,4K Monitor,Electronics,400,1
I-001181,O-00379,Standing Desk,Furniture,600,1
I-001182,O-00380,Office Chair,Furniture,250,3
I-001183,O-00380,Mechanical Keyboard,Accessories,130,2
I-001184,O-00380,Noise Cancelling Headphones,Electronics,300,2
I-001185,O-00380,Office Chair,Furniture,250,3
I-001186,O-00381,Office Chair,Furniture,250,3
I-001187,O-00381,Noise Cancelling Headphones,Electronics,300,3
I-001188,O-00381,Wireless Mouse,Accessories,50,2
I-001189,O-00381,Office Chair,Furniture,250,1
I-001190,O-00382,Monitor Stand,Accessories,75,1
I-001191,O-00382,Mechanical Keyboard,Accessories,130,1
I-001192,O-00382,Standing Desk,Furniture,600,1
I-001193,O-00383,Mechanical Keyboard,Accessories,130,2
I-001194,O-00383,Webcam 1080p,Accessories,80,3
I-001195,O-00383,4K Monitor,Electronics,400,2
I-001196,O-00384,Monitor Stand,Accessories,75,2
I-001197,O-00384,Office Chair,Furniture,250,3
I-001198,O-00384,Standing Desk,Furniture,600,3
I-001199,O-00384,Webcam 1080p,Accessories,80,3
I-001200,O-00384,Noise Cancelling Headphones,Electronics,300,1
I-001201,O-00385,Wireless Mouse,Accessories,50,3
I-001202,O-00385,Laptop Pro,Electronics,1200,1
I-001203,O-00385,Office Chair,Furniture,250,2
I-001204,O-00386,Laptop Pro,Electronics,1200,3
I-001205,O-00386,Monitor Stand,Accessories,75,2
I-001206,O-00387,Office Chair,Furniture,250,3
I-001207,O-00388,Mechanical Keyboard,Accessories,130,3
I-001208,O-00389,Standing Desk,Furniture,600,1
I-001209,O-00389,4K Monitor,Electronics,400,3
I-001210,O-00390,Noise Cancelling Headphones,Electronics,300,2
I-001211,O-00390,Noise Cancelling Headphones,Electronics,300,2
I-001212,O-00390,Standing Desk,Furniture,600,3
I-001213,O-00391,Laptop Pro,Electronics,1200,1
I-001214,O-00391,4K Monitor,Electronics,400,1
I-001215,O-00391,Noise Cancelling Headphones,Electronics,300,3
I-001216,O-00392,Monitor Stand,Accessories,75,1
I-001217,O-00392,Mechanical Keyboard,Accessories,130,1
I-001218,O-00392,Monitor Stand,Accessories,75,1
I-001219,O-00393,Mechanical Keyboard,Accessories,130,3
I-001220,O-00393,Noise Cancelling Headphones,Electronics,300,3
I-001221,O-00394,Noise Cancelling Headphones,Electronics,300,1
I-001222,O-00394,Standing Desk,Furniture,600,1
I-001223,O-00394,Standing Desk,Furniture,600,1
I-001224,O-00394,Noise Cancelling Headphones,Electronics,300,1
I-001225,O-00394,Monitor Stand,Accessories,75,2
I-001226,O-00395,Office Chair,Furniture,250,3
I-001227,O-00395,Monitor Stand,Accessories,75,3
I-001228,O-00395,Noise Cancelling Headphones,Electronics,300,2
I-001229,O-00396,Standing Desk,Furniture,600,1
I-001230,O-00396,Laptop Pro,Electronics,1200,1
I-001231,O-00397,Noise Cancelling Headphones,Electronics,300,1
I-001232,O-00397,Wireless Mouse,Accessories,50,2
I-001233,O-00398,Wireless Mouse,Accessories,50,2
I-001234,O-00398,Webcam 1080p,Accessories,80,3
I-001235,O-00399,Laptop Pro,Electronics,1200,2
I-001236,O-00400,Laptop Pro,Electronics,1200,1
I-001237,O-00400,Laptop Pro,Electronics,1200,2
I-001238,O-00400,Noise Cancelling Headphones,Electronics,300,1
I-001239,O-00400,Mechanical Keyboard,Accessories,130,2
I-001240,O-00401,Laptop Pro,Electronics,1200,3
I-001241,O-00402,Standing Desk,Furniture,600,1
I-001242,O-00403,Wireless Mouse,Accessories,50,3
I-001243,O-00403,Webcam 1080p,Accessories,80,2
I-001244,O-00403,Wireless Mouse,Accessories,50,3
I-001245,O-00403,Monitor Stand,Accessories,75,2
I-001246,O-00403,Laptop Pro,Electronics,1200,2
I-001247,O-00404,Noise Cancelling Headphones,Electronics,300,3
I-001248,O-00404,Noise Cancelling Headphones,Electronics,300,1
I-001249,O-00405,4K Monitor,Electronics,400,1
I-001250,O-00405,Laptop Pro,Electronics,1200,2
I-001251,O-00405,4K Monitor,Electronics,400,1
I-001252,O-00405,Laptop Pro,Electronics,1200,3
I-001253,O-00405,Wireless Mouse,Accessories,50,1
I-001254,O-00406,Webcam 1080p,Accessories,80,3
I-001255,O-00407,Monitor Stand,Accessories,75,1
I-001256,O-00407,4K Monitor,Electronics,400,2
I-001257,O-00407,Monitor Stand,Accessories,75,2
I-001258,O-00407,Webcam 1080p,Accessories,80,2
I-001259,O-00408,Mechanical Keyboard,Accessories,130,2
I-001260,O-00408,Monitor Stand,Accessories,75,1
I-001261,O-00409,Laptop Pro,Electronics,1200,3
I-001262,O-00409,Wireless Mouse,Accessories,50,3
I-001263,O-00409,Standing Desk,Furniture,600,1
I-001264,O-00409,Standing Desk,Furniture,600,1
I-001265,O-00410,Mechanical Keyboard,Accessories,130,3
I-001266,O-00410,Monitor Stand,Accessories,75,2
I-001267,O-00410,Mechanical Keyboard,Accessories,130,3
I-001268,O-00411,Office Chair,Furniture,250,1
I-001269,O-00411,Monitor Stand,Accessories,75,2
I-001270,O-00411,Webcam 1080p,Accessories,80,3
I-001271,O-00411,Monitor Stand,Accessories,75,2
I-001272,O-00412,Laptop Pro,Electronics,1200,3
I-001273,O-00412,Standing Desk,Furniture,600,1
I-001274,O-00413,Monitor Stand,Accessories,75,2
I-001275,O-00413,4K Monitor,Electronics,400,3
I-001276,O-00413,Laptop Pro,Electronics,1200,3
I-001277,O-00413,Wireless Mouse,Accessories,50,1
I-001278,O-00414,Laptop Pro,Electronics,1200,2
I-001279,O-00414,Webcam 1080p,Accessories,80,1
I-001280,O-00415,Noise Cancelling Headphones,Electronics,300,3
I-001281,O-00415,Monitor Stand,Accessories,75,3
I-001282,O-00415,Office Chair,Furniture,250,3
I-001283,O-00415,Monitor Stand,Accessories,75,2
I-001284,O-00415,Mechanical Keyboard,Accessories,130,3
I-001285,O-00416,Monitor Stand,Accessories,75,3
I-001286,O-00416,Standing Desk,Furniture,600,2
I-001287,O-00416,Webcam 1080p,Accessories,80,1
I-001288,O-00416,Webcam 1080p,Accessories,80,2
I-001289,O-00417,Wireless Mouse,Accessories,50,2
I-001290,O-00418,Office Chair,Furniture,250,1
I-001291,O-00418,Webcam 1080p,Accessories,80,2
I-001292,O-00418,Laptop Pro,Electronics,1200,3
I-001293,O-00418,Standing Desk,Furniture,600,1
I-001294,O-00419,Monitor Stand,Accessories,75,1
I-001295,O-00419,Standing Desk,Furniture,600,2
I-001296,O-00420,4K Monitor,Electronics,400,2
I-001297,O-00420,Standing Desk,Furniture,600,1
I-001298,O-00420,4K Monitor,Electronics,400,2
I-001299,O-00420,Mechanical Keyboard,Accessories,130,3
I-001300,O-00420,Mechanical Keyboard,Accessories,130,2
I-001301,O-00421,Mechanical Keyboard,Accessories,130,1
I-001302,O-00421,Mechanical Keyboard,Accessories,130,1
I-001303,O-00421,Noise Cancelling Headphones,Electronics,300,2
I-001304,O-00421,Mechanical Keyboard,Accessories,130,1
I-001305,O-00422,Mechanical Keyboard,Accessories,130,1
I-001306,O-00422,Noise Cancelling Headphones,Electronics,300,3
I-001307,O-00422,Monitor Stand,Accessories,75,3
I-001308,O-00422,Laptop Pro,Electronics,1200,2
I-001309,O-00423,Mechanical Keyboard,Accessories,130,3
I-001310,O-00423,Wireless Mouse,Accessories,50,2
I-001311,O-00424,Standing Desk,Furniture,600,3
I-001312,O-00424,4K Monitor,Electronics,400,3
I-001313,O-00424,Mechanical Keyboard,Accessories,130,2
I-001314,O-00424,Mechanical Keyboard,Accessories,130,2
I-001315,O-00425,Noise Cancelling Headphones,Electronics,300,3
I-001316,O-00425,Mechanical Keyboard,Accessories,130,3
I-001317,O-00425,Monitor Stand,Accessories,75,2
I-001318,O-00425,Mechanical Keyboard,Accessories,130,2
I-001319,O-00425,Webcam 1080p,Accessories,80,2
I-001320,O-00426,Laptop Pro,Electronics,1200,1
I-001321,O-00427,Noise Cancelling Headphones,Electronics,300,3
I-001322,O-00427,Monitor Stand,Accessories,75,3
I-001323,O-00428,Standing Desk,Furniture,600,3
I-001324,O-00429,Monitor Stand,Accessories,75,2
I-001325,O-00429,Monitor Stand,Accessories,75,2
I-001326,O-00429,Webcam 1080p,Accessories,80,1
I-001327,O-00430,Office Chair,Furniture,250,3
I-001328,O-00430,4K Monitor,Electronics,400,1
I-001329,O-00431,Noise Cancelling Headphones,Electronics,300,1
I-001330,O-00432,Wireless Mouse,Accessories,50,3
I-001331,O-00432,Mechanical Keyboard,Accessories,130,2
I-001332,O-00432,Laptop Pro,Electronics,1200,3
I-001333,O-00433,Webcam 1080p,Accessories,80,2
I-001334,O-00433,Office Chair,Furniture,250,3
I-001335,O-00433,Standing Desk,Furniture,600,2
I-001336,O-00433,4K Monitor,Electronics,400,2
I-001337,O-00433,Webcam 1080p,Accessories,80,3
I-001338,O-00434,Noise Cancelling Headphones,Electronics,300,1
I-001339,O-00435,Monitor Stand,Accessories,75,3
I-001340,O-00435,Mechanical Keyboard,Accessories,130,2
I-001341,O-00436,4K Monitor,Electronics,400,2
I-001342,O-00436,Monitor Stand,Accessories,75,1
I-001343,O-00437,4K Monitor,Electronics,400,1
I-001344,O-00437,Webcam 1080p,Accessories,80,2
I-001345,O-00437,Laptop Pro,Electronics,1200,2
I-001346,O-00437,Noise Cancelling Headphones,Electronics,300,1
I-001347,O-00438,Webcam 1080p,Accessories,80,3
I-001348,O-00438,Monitor Stand,Accessories,75,1
I-001349,O-00438,Office Chair,Furniture,250,3
I-001350,O-00439,Laptop Pro,Electronics,1200,1
I-001351,O-00439,Monitor Stand,Accessories,75,2
I-001352,O-00439,Laptop Pro,Electronics,1200,1
I-001353,O-00439,Noise Cancelling Headphones,Electronics,300,3
I-001354,O-00439,Mechanical Keyboard,Accessories,130,2
I-001355,O-00440,Noise Cancelling Headphones,Electronics,300,3
I-001356,O-00440,Monitor Stand,Accessories,75,3
I-001357,O-00440,Mechanical Keyboard,Accessories,130,2
I-001358,O-00440,Wireless Mouse,Accessories,50,3
I-001359,O-00440,Monitor Stand,Accessories,75,3
I-001360,O-00441,Noise Cancelling Headphones,Electronics,300,3
I-001361,O-00441,4K Monitor,Electronics,400,1
I-001362,O-00442,Mechanical Keyboard,Accessories,130,3
I-001363,O-00442,4K Monitor,Electronics,400,3
I-001364,O-00442,Noise Cancelling Headphones,Electronics,300,3
I-001365,O-00442,Webcam 1080p,Accessories,80,2
I-001366,O-00442,Office Chair,Furniture,250,3
I-001367,O-00443,Mechanical Keyboard,Accessories,130,2
I-001368,O-00444,Wireless Mouse,Accessories,50,2
I-001369,O-00444,Wireless Mouse,Accessories,50,2
I-001370,O-00444,Standing Desk,Furniture,600,2
I-001371,O-00444,Office Chair,Furniture,250,1
I-001372,O-00445,Noise Cancelling Headphones,Electronics,300,2
I-001373,O-00445,Office Chair,Furniture,250,3
I-001374,O-00446,Office Chair,Furniture,250,2
I-001375,O-00446,4K Monitor,Electronics,400,1
I-001376,O-00447,Wireless Mouse,Accessories,50,1
I-001377,O-00448,Noise Cancelling Headphones,Electronics,300,2
I-001378,O-00448,Office Chair,Furniture,250,3
I-001379,O-00449,Monitor Stand,Accessories,75,1
I-001380,O-00449,Webcam 1080p,Accessories,80,2
I-001381,O-00449,Wireless Mouse,Accessories,50,2
I-001382,O-00449,Office Chair,Furniture,250,3
I-001383,O-00450,Wireless Mouse,Accessories,50,1
I-001384,O-00450,Noise Cancelling Headphones,Electronics,300,2
I-001385,O-00450,Webcam 1080p,Accessories,80,3
I-001386,O-00450,Mechanical Keyboard,Accessories,130,2
I-001387,O-00450,Laptop Pro,Electronics,1200,1
I-001388,O-00451,Webcam 1080p,Accessories,80,3
I-001389,O-00451,Standing Desk,Furniture,600,1
I-001390,O-00451,Noise Cancelling Headphones,Electronics,300,1
I-001391,O-00451,Monitor Stand,Accessories,75,1
I-001392,O-00452,Standing Desk,Furniture,600,3
I-001393,O-00452,Webcam 1080p,Accessories,80,2
I-001394,O-00452,Mechanical Keyboard,Accessories,130,2
I-001395,O-00452,Noise Cancelling Headphones,Electronics,300,1
I-001396,O-00452,Webcam 1080p,Accessories,80,1
I-001397,O-00453,Wireless Mouse,Accessories,50,3
I-001398,O-00453,Noise Cancelling Headphones,Electronics,300,3
I-001399,O-00453,Office Chair,Furniture,250,1
I-001400,O-00453,4K Monitor,Electronics,400,2
I-001401,O-00453,Monitor Stand,Accessories,75,1
I-001402,O-00454,Laptop Pro,Electronics,1200,2
I-001403,O-00454,Wireless Mouse,Accessories,50,2
I-001404,O-00455,Office Chair,Furniture,250,1
I-001405,O-00455,4K Monitor,Electronics,400,2
I-001406,O-00455,Mechanical Keyboard,Accessories,130,3
I-001407,O-00455,Monitor Stand,Accessories,75,2
I-001408,O-00456,Standing Desk,Furniture,600,2
I-001409,O-00456,Webcam 1080p,Accessories,80,2
I-001410,O-00456,Noise Cancelling Headphones,Electronics,300,3
I-001411,O-00456,Webcam 1080p,Accessories,80,2
I-001412,O-00457,Laptop Pro,Electronics,1200,3
I-001413,O-00457,Webcam 1080p,Accessories,80,3
I-001414,O-00457,4K Monitor,Electronics,400,1
I-001415,O-00458,Office Chair,Furniture,250,3
I-001416,O-00458,Monitor Stand,Accessories,75,3
I-001417,O-00459,Webcam 1080p,Accessories,80,1
I-001418,O-00459,Standing Desk,Furniture,600,2
I-001419,O-00459,Mechanical Keyboard,Accessories,130,2
I-001420,O-00460,Webcam 1080p,Accessories,80,2
I-001421,O-00461,Office Chair,Furniture,250,2
I-001422,O-00461,Webcam 1080p,Accessories,80,1
I-001423,O-00461,Standing Desk,Furniture,600,1
I-001424,O-00462,4K Monitor,Electronics,400,1
I-001425,O-00462,Noise Cancelling Headphones,Electronics,300,2
I-001426,O-00462,Standing Desk,Furniture,600,1
I-001427,O-00462,Monitor Stand,Accessories,75,2
I-001428,O-00463,Standing Desk,Furniture,600,1
I-001429,O-00463,Webcam 1080p,Accessories,80,1
I-001430,O-00463,Office Chair,Furniture,250,3
I-001431,O-00463,Monitor Stand,Accessories,75,2
I-001432,O-00464,Laptop Pro,Electronics,1200,3
I-001433,O-00464,Monitor Stand,Accessories,75,1
I-001434,O-00464,Standing Desk,Furniture,600,1
I-001435,O-00464,Mechanical Keyboard,Accessories,130,3
I-001436,O-00464,Office Chair,Furniture,250,3
I-001437,O-00465,4K Monitor,Electronics,400,1
I-001438,O-00465,Noise Cancelling Headphones,Electronics,300,1
I-001439,O-00466,Wireless Mouse,Accessories,50,1
I-001440,O-00466,Office Chair,Furniture,250,3
I-001441,O-00466,4K Monitor,Electronics,400,3
I-001442,O-00466,Laptop Pro,Electronics,1200,3
I-001443,O-00467,Noise Cancelling Headphones,Electronics,300,2
I-001444,O-00467,Standing Desk,Furniture,600,2
I-001445,O-00468,Noise Cancelling Headphones,Electronics,300,2
I-001446,O-00468,Wireless Mouse,Accessories,50,2
I-001447,O-00468,Wireless Mouse,Accessories,50,1
I-001448,O-00468,4K Monitor,Electronics,400,1
I-001449,O-00469,Monitor Stand,Accessories,75,3
I-001450,O-00469,Monitor Stand,Accessories,75,1
I-001451,O-00469,Monitor Stand,Accessories,75,1
I-001452,O-00469,Noise Cancelling Headphones,Electronics,300,1
I-001453,O-00470,4K Monitor,Electronics,400,3
I-001454,O-00470,4K Monitor,Electronics,400,1
I-001455,O-00470,Webcam 1080p,Accessories,80,1
I-001456,O-00470,Webcam 1080p,Accessories,80,2
I-001457,O-00470,Wireless Mouse,Accessories,50,3
I-001458,O-00471,4K Monitor,Electronics,400,3
I-001459,O-00471,Wireless Mouse,Accessories,50,1
I-001460,O-00471,Webcam 1080p,Accessories,80,1
I-001461,O-00471,Wireless Mouse,Accessories,50,3
I-001462,O-00472,Monitor Stand,Accessories,75,3
I-001463,O-00472,Webcam 1080p,Accessories,80,1
I-001464,O-00472,Mechanical Keyboard,Accessories,130,1
I-001465,O-00472,Standing Desk,Furniture,600,2
I-001466,O-00472,Wireless Mouse,Accessories,50,2
I-001467,O-00473,Monitor Stand,Accessories,75,2
I-001468,O-00473,Monitor Stand,Accessories,75,3
I-001469,O-00473,Wireless Mouse,Accessories,50,3
I-001470,O-00473,Wireless Mouse,Accessories,50,1
I-001471,O-00474,Wireless Mouse,Accessories,50,1
I-001472,O-00474,Noise Cancelling Headphones,Electronics,300,3
I-001473,O-00474,Laptop Pro,Electronics,1200,2
I-001474,O-00474,Webcam 1080p,Accessories,80,1
I-001475,O-00475,4K Monitor,Electronics,400,2
I-001476,O-00475,4K Monitor,Electronics,400,1
I-001477,O-00475,Laptop Pro,Electronics,1200,2
I-001478,O-00476,Standing Desk,Furniture,600,2
I-001479,O-00476,Standing Desk,Furniture,600,1
I-001480,O-00476,Standing Desk,Furniture,600,1
I-001481,O-00476,Standing Desk,Furniture,600,3
I-001482,O-00477,Laptop Pro,Electronics,1200,1
I-001483,O-00478,Webcam 1080p,Accessories,80,3
I-001484,O-00478,Webcam 1080p,Accessories,80,3
I-001485,O-00478,Webcam 1080p,Accessories,80,3
I-001486,O-00478,Webcam 1080p,Accessories,80,1
I-001487,O-00479,Office Chair,Furniture,250,3
I-001488,O-00480,Office Chair,Furniture,250,3
I-001489,O-00480,Monitor Stand,Accessories,75,1
I-001490,O-00480,Monitor Stand,Accessories,75,3
I-001491,O-00480,Webcam 1080p,Accessories,80,1
I-001492,O-00481,Wireless Mouse,Accessories,50,2
I-001493,O-00481,Mechanical Keyboard,Accessories,130,1
I-001494,O-00481,Monitor Stand,Accessories,75,1
I-001495,O-00482,Standing Desk,Furniture,600,2
I-001496,O-00482,Monitor Stand,Accessories,75,1
I-001497,O-00482,Office Chair,Furniture,250,1
I-001498,O-00483,Noise Cancelling Headphones,Electronics,300,2
