order_id,customer_id,order_date,status
O-00663,C-0255,2025-01-25,Completed
O-00664,C-0090,2024-01-07,Completed
O-00665,C-0195,2026-09-17,Returned
O-00666,C-0361,2025-09-08,Returned
O-00667,C-0257,2024-09-24,Completed
O-00668,C-0427,2024-10-28,Completed
O-00669,C-0037,2026-05-20,Completed
O-00670,C-0442,2025-09-12,Completed
O-00671,C-0224,2025-08-12,Completed
O-00672,C-0236,2025-05-10,Completed
O-00673,C-0442,2026-06-16,Returned
O-00674,C-0295,2026-01-10,Completed
O-00675,C-0294,2026-01-07,Completed
O-00676,C-0364,2026-08-03,Completed
O-00677,C-0149,2024-06-07,Completed
O-00678,C-0208,2023-05-17,Completed
O-00679,C-0495,2025-03-13,Completed
O-00680,C-0088,2024-07-07,Completed
O-00681,C-0426,2024-07-19,Completed
O-00682,C-0046,2025-01-02,Processing
O-00683,C-0433,2024-10-26,Completed
O-00684,C-0125,2026-02-22,Completed
O-00685,C-0302,2024-10-26,Returned
O-00686,C-0269,2024-09-18,Completed
O-00687,C-0203,2025-12-22,Completed
O-00688,C-0382,2026-05-15,Returned
O-00689,C-0114,2025-12-24,Completed
O-00690,C-0399,2024-11-01,Completed
O-00691,C-0040,2026-07-24,Completed
O-00692,C-0325,2023-12-27,Completed
O-00693,C-0272,2024-10-16,Completed
O-00694,C-0100,2025-01-07,Completed
O-00695,C-0180,2023-11-12,Completed
O-00696,C-0121,2025-01-31,Completed
O-00697,C-0075,2025-06-15,Completed
O-00698,C-0102,2024-01-28,Completed
O-00699,C-0309,2024-01-28,Completed
O-00700,C-0390,2023-04-04,Returned
O-00701,C-0091,2026-09-17,Completed
O-00702,C-0238,2026-02-04,Returned
O-00703,C-0390,2024-09-01,Completed
O-00704,C-0230,2026-05-18,Completed
O-00705,C-0330,2025-06-02,Completed
O-00706,C-0443,2026-04-12,Processing
O-00707,C-0078,2025-04-01,Completed
O-00708,C-0035,2025-12-20,Completed
O-00709,C-0227,2025-08-09,Completed
O-00710,C-0408,2023-10-12,Completed
O-00711,C-0303,2023-10-16,Completed
O-00712,C-0181,2026-08-24,Cancelled
O-00713,C-0038,2026-04-23,Cancelled
O-00714,C-0237,2024-09-20,Completed
O-00715,C-0020,2023-06-04,Completed
O-00716,C-0189,2025-02-12,Completed
O-00717,C-0040,2025-05-20,Completed
O-00718,C-0315,2026-03-12,Completed
O-00719,C-0197,2026-03-16,Completed
O-00720,C-0298,2026-09-17,Completed
O-00721,C-0489,2024-01-02,Processing
O-00722,C-0231,2026-01-10,Completed
O-00723,C-0334,2026-01-01,Completed
O-00724,C-0165,2026-09-17,Completed
O-00725,C-0257,2023-08-03,Completed
O-00726,C-0491,2025-04-13,Completed
O-00727,C-0231,2024-09-17,Completed
O-00728,C-0416,2025-02-24,Completed
O-00729,C-0366,2023-12-08,Returned
O-00730,C-0259,2025-12-12,Completed
O-00731,C-0021,2024-04-22,Completed
O-00732,C-0363,2026-06-22,Completed
O-00733,C-0225,2024-10-07,Completed
O-00734,C-0268,2025-07-30,Completed
O-00735,C-0187,2025-02-11,Returned
O-00736,C-0470,2025-08-21,Completed
O-00737,C-0199,2024-06-20,Completed
O-00738,C-0397,2024-06-01,Completed
O-00739,C-0348,2024-02-21,Completed
O-00740,C-0405,2024-02-08,Completed
O-00741,C-0034,2025-03-08,Completed
O-00742,C-0049,2026-09-17,Processing
O-00743,C-0348,2025-01-28,Completed
O-00744,C-0146,2024-04-21,Completed
O-00745,C-0371,2023-10-25,Completed
O-00746,C-0171,2024-08-28,Returned
O-00747,C-0299,2024-11-05,Completed
O-00748,C-0470,2025-10-29,Completed
O-00749,C-0159,2025-09-03,Completed
O-00750,C-0067,2025-12-19,Completed
O-00751,C-0159,2026-02-21,Completed
O-00752,C-0193,2025-06-22,Completed
O-00753,C-0417,2025-04-24,Completed
O-00754,C-0344,2024-09-28,Completed
O-00755,C-0048,2024-10-16,Cancelled
O-00756,C-0261,2026-09-02,Completed
O-00757,C-0010,2024-04-21,Completed
O-00758,C-0159,2025-01-29,Completed
O-00759,C-0487,2024-06-11,Completed
O-00760,C-0175,2024-06-30,Completed
O-00761,C-0099,2024-02-03,Completed
O-00762,C-0071,2024-12-25,Completed
O-00763,C-0040,2025-12-16,Completed
O-00764,C-0433,2024-10-21,Completed
O-00765,C-0260,2026-02-07,Completed
O-00766,C-0428,2025-02-01,Completed
O-00767,C-0020,2024-03-16,Completed
O-00768,C-0449,2023-08-06,Completed
O-00769,C-0306,2024-02-12,Completed
O-00770,C-0079,2025-01-28,Completed
O-00771,C-0093,2024-07-13,Completed
O-00772,C-0370,2025-06-27,Completed
O-00773,C-0023,2025-07-27,Completed
O-00774,C-0187,2024-09-26,Completed
O-00775,C-0497,2025-10-28,Completed
O-00776,C-0313,2023-12-31,Completed
O-00777,C-0386,2024-05-26,Completed
O-00778,C-0120,2026-09-17,Completed
O-00779,C-0123,2025-06-06,Returned
O-00780,C-0495,2025-08-08,Completed
O-00781,C-0463,2024-03-27,Completed
O-00782,C-0189,2025-11-30,Completed
O-00783,C-0226,2026-09-17,Completed
O-00784,C-0394,2025-11-26,Completed
O-00785,C-0399,2025-06-08,Completed
O-00786,C-0258,2025-02-26,Completed
O-00787,C-0215,2025-06-24,Completed
O-00788,C-0419,2025-08-11,Completed
O-00789,C-0411,2025-12-26,Completed
O-00790,C-0447,2026-05-25,Completed
O-00791,C-0027,2024-11-27,Completed
O-00792,C-0448,2025-06-20,Completed
O-00793,C-0284,2023-11-19,Returned
O-00794,C-0365,2024-10-02,Completed
O-00795,C-0436,2024-03-25,Completed
O-00796,C-0146,2023-10-31,Cancelled
O-00797,C-0391,2026-03-03,Returned
O-00798,C-0140,2026-09-17,Completed
O-00799,C-0464,2026-01-23,Completed
O-00800,C-0076,2026-09-16,Completed
O-00801,C-0047,2024-01-23,Processing
O-00802,C-0419,2026-04-25,Completed
O-00803,C-0453,2025-08-25,Completed
O-00804,C-0477,2023-08-26,Completed
O-00805,C-0213,2023-02-28,Completed
O-00806,C-0203,2026-07-07,Processing
O-00807,C-0192,2026-05-21,Processing
O-00808,C-0198,2025-04-02,Completed
O-00809,C-0192,2026-05-09,Completed
O-00810,C-0015,2024-02-21,Completed
O-00811,C-0477,2023-11-08,Completed
O-00812,C-0430,2024-02-08,Completed
O-00813,C-0406,2023-11-15,Returned
O-00814,C-0071,2024-08-28,Completed
O-00815,C-0147,2026-03-01,Completed
O-00816,C-0357,2025-03-15,Processing
O-00817,C-0389,2026-08-30,Completed
O-00818,C-0230,2024-10-22,Completed
O-00819,C-0464,2024-11-05,Returned
O-00820,C-0010,2024-01-03,Completed
O-00821,C-0111,2025-03-15,Completed
O-00822,C-0281,2026-03-08,Processing
O-00823,C-0217,2025-04-30,Returned
O-00824,C-0398,2024-12-13,Completed
O-00825,C-0122,2025-10-10,Completed
O-00826,C-0063,2025-03-07,Completed
O-00827,C-0123,2025-09-27,Returned
O-00828,C-0328,2025-08-24,Returned
O-00829,C-0033,2023-12-06,Completed
O-00830,C-0429,2026-09-17,Completed
O-00831,C-0306,2024-07-24,Completed
O-00832,C-0009,2026-07-06,Completed
O-00833,C-0295,2025-07-02,Completed
O-00834,C-0368,2023-12-09,Completed
O-00835,C-0150,2026-09-07,Returned
O-00836,C-0001,2025-10-13,Completed
O-00837,C-0124,2025-03-20,Completed
O-00838,C-0214,2026-03-14,Completed
O-00839,C-0341,2025-07-03,Completed
O-00840,C-0269,2025-07-04,Completed
O-00841,C-0035,2026-02-16,Completed
O-00842,C-0279,2025-11-26,Returned
O-00843,C-0403,2025-07-19,Completed
O-00844,C-0284,2023-08-26,Completed
O-00845,C-0200,2026-03-26,Completed
O-00846,C-0023,2025-07-03,Completed
O-00847,C-0192,2026-06-08,Completed
O-00848,C-0383,2025-06-12,Completed
O-00849,C-0183,2024-05-17,Completed
O-00850,C-0177,2023-12-26,Completed
O-00851,C-0376,2023-12-29,Completed
O-00852,C-0396,2025-04-18,Completed
O-00853,C-0377,2026-05-21,Processing
O-00854,C-0069,2024-03-09,Completed
O-00855,C-0181,2026-09-17,Completed
O-00856,C-0174,2025-08-11,Completed
O-00857,C-0426,2024-11-01,Completed
O-00858,C-0357,2026-02-26,Completed
O-00859,C-0324,2024-12-14,Completed
O-00860,C-0416,2024-07-26,Completed
O-00861,C-0033,2024-11-25,Completed
O-00862,C-0019,2023-11-28,Completed
O-00863,C-0104,2023-11-15,Completed
O-00864,C-0406,2024-01-09,Returned
O-00865,C-0454,2023-04-23,Completed
O-00866,C-0162,2025-12-18,Returned
O-00867,C-0264,2026-03-03,Completed
O-00868,C-0418,2026-09-17,Returned
O-00869,C-0243,2026-04-15,Completed
O-00870,C-0019,2023-08-15,Returned
O-00871,C-0147,2025-11-03,Completed
O-00872,C-0442,2025-09-17,Completed
O-00873,C-0444,2025-06-02,Completed
O-00874,C-0140,2025-11-29,Completed
O-00875,C-0410,2024-10-10,Completed
O-00876,C-0224,2026-09-06,Completed
O-00877,C-0381,2026-07-02,Completed
O-00878,C-0459,2024-06-02,Completed
O-00879,C-0174,2025-08-23,Returned
O-00880,C-0255,2025-04-04,Completed
O-00881,C-0189,2025-10-08,Completed
O-00882,C-0137,2023-12-26,Completed
O-00883,C-0373,2024-09-14,Completed
O-00884,C-0041,2026-06-20,Cancelled
O-00885,C-0309,2024-02-25,Completed
O-00886,C-0280,2026-04-09,Completed
O-00887,C-0165,2025-10-22,Processing
O-00888,C-0041,2026-03-07,Returned
O-00889,C-0339,2026-01-11,Completed
O-00890,C-0157,2024-12-10,Completed
O-00891,C-0309,2024-11-03,Processing
O-00892,C-0086,2026-05-31,Completed
O-00893,C-0180,2024-09-13,Completed
O-00894,C-0022,2024-08-23,Completed
O-00895,C-0315,2025-12-28,Completed
O-00896,C-0141,2025-10-21,Completed
O-00897,C-0039,2024-02-27,Completed
O-00898,C-0187,2025-07-05,Completed
O-00899,C-0411,2026-01-17,Completed
O-00900,C-0488,2024-05-15,Completed
O-00901,C-0074,2025-12-28,Completed
O-00902,C-0018,2023-06-12,Completed
O-00903,C-0035,2025-04-25,Completed
O-00904,C-0399,2025-05-23,Completed
O-00905,C-0186,2025-02-26,Returned
O-00906,C-0487,2025-06-07,Completed
O-00907,C-0017,2024-08-13,Completed
O-00908,C-0348,2025-04-03,Completed
O-00909,C-0486,2025-11-06,Completed
O-00910,C-0191,2024-12-13,Completed
O-00911,C-0391,2025-12-07,Returned
O-00912,C-0294,2025-04-08,Returned
O-00913,C-0272,2024-05-22,Completed
O-00914,C-0204,2024-08-18,Completed
O-00915,C-0333,2026-05-28,Processing
O-00916,C-0128,2025-06-22,Completed
O-00917,C-0014,2025-01-19,Completed
O-00918,C-0256,2025-02-15,Returned
O-00919,C-0199,2024-11-24,Completed
O-00920,C-0061,2025-12-31,Completed
O-00921,C-0397,2024-03-13,Completed
O-00922,C-0361,2026-04-17,Completed
O-00923,C-0110,2025-07-05,Completed
O-00924,C-0356,2026-03-18,Completed
O-00925,C-0103,2025-03-23,Completed
O-00926,C-0070,2023-06-06,Completed
O-00927,C-0232,2025-03-11,Completed
O-00928,C-0461,2026-09-17,Completed
O-00929,C-0045,2024-11-07,Completed
O-00930,C-0342,2025-02-11,Completed
O-00931,C-0364,2025-08-07,Returned
O-00932,C-0282,2025-09-16,Completed
O-00933,C-0149,2024-12-14,Cancelled
O-00934,C-0436,2024-04-28,Completed
O-00935,C-0365,2023-10-18,Completed
O-00936,C-0407,2025-01-29,Completed
O-00937,C-0261,2026-04-14,Returned
O-00938,C-0063,2025-08-11,Completed
O-00939,C-0406,2023-11-08,Completed
O-00940,C-0122,2026-04-25,Completed
O-00941,C-0014,2025-07-17,Completed
O-00942,C-0284,2025-03-14,Completed
O-00943,C-0189,2025-08-16,Cancelled
O-00944,C-0412,2026-09-17,Completed
O-00945,C-0067,2025-12-21,Completed
O-00946,C-0034,2025-02-15,Completed
O-00947,C-0204,2025-02-03,Completed
O-00948,C-0270,2026-04-20,Completed
O-00949,C-0394,2026-04-06,Completed
O-00950,C-0422,2026-06-20,Completed
O-00951,C-0038,2025-10-16,Processing
O-00952,C-0498,2024-03-03,Completed
O-00953,C-0329,2023-10-23,Completed
O-00954,C-0231,2025-09-24,Completed
O-00955,C-0349,2025-08-21,Processing
O-00956,C-0177,2023-09-02,Completed
O-00957,C-0450,2026-09-17,Completed
O-00958,C-0328,2024-11-15,Returned
O-00959,C-0394,2025-06-23,Completed
O-00960,C-0222,2024-11-28,Completed
O-00961,C-0467,2024-11-22,Completed
O-00962,C-0426,2023-11-19,Returned
O-00963,C-0266,2025-09-19,Completed
O-00964,C-0156,2023-11-08,Completed
O-00965,C-0083,2024-01-13,Completed
O-00966,C-0479,2025-08-22,Completed
O-00967,C-0178,2024-11-19,Completed
O-00968,C-0459,2024-02-18,Completed
O-00969,C-0434,2023-05-24,Completed
O-00970,C-0129,2025-09-23,Completed
O-00971,C-0326,2025-04-30,Completed
O-00972,C-0141,2025-12-30,Completed
O-00973,C-0321,2026-04-06,Completed
O-00974,C-0315,2026-04-08,Completed
O-00975,C-0048,2025-01-05,Returned
O-00976,C-0329,2024-01-28,Returned
O-00977,C-0304,2024-10-22,Completed
O-00978,C-0079,2025-02-06,Completed
O-00979,C-0338,2024-08-17,Completed
O-00980,C-0432,2026-08-24,Completed
O-00981,C-0022,2023-09-26,Completed
O-00982,C-0042,2023-07-30,Completed
O-00983,C-0486,2026-06-05,Completed
O-00984,C-0136,2024-09-18,Returned
O-00985,C-0393,2026-09-17,Completed
O-00986,C-0214,2025-10-05,Returned
O-00987,C-0255,2025-05-23,Completed
O-00988,C-0149,2024-12-16,Returned
O-00989,C-0248,2023-09-28,Completed
O-00990,C-0413,2026-05-04,Completed
O-00991,C-0153,2025-07-23,Completed
O-00992,C-0038,2025-08-10,Completed
O-00993,C-0081,2026-03-18,Completed
O-00994,C-0213,2024-05-14,Cancelled
O-00995,C-0238,2025-01-31,Completed
O-00996,C-0175,2023-07-16,Completed
O-00997,C-0161,2024-08-19,Completed
O-00998,C-0376,2024-09-01,Returned
O-00999,C-0500,2025-08-17,Completed
O-01000,C-0067,2026-09-17,Completed
O-01001,C-0264,2026-08-18,Completed
O-01002,C-0055,2024-03-02,Completed
O-01003,C-0124,2024-12-03,Completed
O-01004,C-0063,2025-10-18,Cancelled
O-01005,C-0231,2025-02-12,Completed
O-01006,C-0073,2025-08-07,Returned
O-01007,C-0026,2025-05-22,Completed
O-01008,C-0485,2025-12-17,Completed
O-01009,C-0443,2026-07-26,Returned
O-01010,C-0128,2025-08-08,Completed
O-01011,C-0417,2025-11-15,Returned
O-01012,C-0479,2026-08-18,Completed
O-01013,C-0370,2025-02-19,Completed
O-01014,C-0098,2024-06-21,Returned
O-01015,C-0256,2025-02-12,Completed
O-01016,C-0240,2026-08-01,Completed
O-01017,C-0451,2024-05-21,Completed
O-01018,C-0255,2023-12-05,Completed
O-01019,C-0047,2024-07-16,Returned
O-01020,C-0259,2026-09-17,Completed
O-01021,C-0495,2024-12-17,Completed
O-01022,C-0111,2026-06-02,Completed
O-01023,C-0181,2025-05-11,Completed
O-01024,C-0026,2025-05-13,Completed
O-01025,C-0254,2026-08-01,Completed
O-01026,C-0147,2026-05-06,Returned
O-01027,C-0005,2024-01-28,Completed
O-01028,C-0221,2025-07-07,Completed
O-01029,C-0452,2023-12-08,Completed
O-01030,C-0373,2024-07-16,Completed
O-01031,C-0392,2024-05-23,Completed
O-01032,C-0188,2024-10-19,Completed
O-01033,C-0206,2024-12-10,Completed
O-01034,C-0292,2025-06-14,Completed
O-01035,C-0100,2025-01-21,Completed
O-01036,C-0284,2024-05-27,Returned
O-01037,C-0038,2026-07-10,Processing
O-01038,C-0259,2026-09-17,Completed
O-01039,C-0392,2024-10-21,Completed
O-01040,C-0144,2025-05-07,Completed
O-01041,C-0066,2023-08-16,Completed
O-01042,C-0202,2025-07-21,Completed
O-01043,C-0407,2025-01-06,Completed
O-01044,C-0286,2025-07-16,Returned
O-01045,C-0387,2025-03-26,Completed
O-01046,C-0102,2025-01-06,Completed
O-01047,C-0206,2026-03-15,Completed
O-01048,C-0021,2023-09-28,Returned
O-01049,C-0020,2023-08-25,Completed
O-01050,C-0366,2024-08-19,Completed
O-01051,C-0412,2026-07-12,Returned
O-01052,C-0266,2026-07-27,Completed
O-01053,C-0077,2026-09-17,Completed
O-01054,C-0072,2024-09-28,Completed
O-01055,C-0477,2024-06-20,Returned
O-01056,C-0084,2025-12-16,Completed
O-01057,C-0316,2024-01-03,Completed
O-01058,C-0304,2024-02-15,Completed
O-01059,C-0260,2026-01-07,Completed
O-01060,C-0273,2026-03-23,Completed
O-01061,C-0363,2026-09-17,Completed
O-01062,C-0154,2024-09-25,Completed
O-01063,C-0418,2025-09-25,Returned
O-01064,C-0189,2025-03-30,Completed
O-01065,C-0345,2023-08-01,Completed
O-01066,C-0214,2026-09-17,Completed
O-01067,C-0158,2025-03-01,Completed
O-01068,C-0306,2024-05-22,Completed
O-01069,C-0136,2025-09-30,Completed
O-01070,C-0296,2024-09-08,Completed
O-01071,C-0370,2024-05-27,Completed
O-01072,C-0299,2025-10-18,Completed
O-01073,C-0088,2024-09-10,Completed
O-01074,C-0323,2024-04-07,Cancelled
O-01075,C-0076,2026-03-01,Completed
O-01076,C-0017,2025-10-16,Completed
O-01077,C-0486,2025-02-12,Completed
O-01078,C-0098,2024-01-29,Completed
O-01079,C-0226,2026-04-28,Completed
O-01080,C-0215,2025-06-14,Completed
O-01081,C-0212,2024-11-04,Completed
O-01082,C-0211,2024-11-06,Completed
O-01083,C-0397,2024-10-15,Returned
O-01084,C-0447,2025-11-13,Completed
O-01085,C-0362,2024-05-04,Returned
O-01086,C-0266,2025-11-14,Completed
O-01087,C-0288,2025-12-16,Completed
O-01088,C-0340,2025-09-01,Completed
O-01089,C-0270,2026-03-16,Completed
O-01090,C-0161,2024-03-23,Processing
O-01091,C-0236,2026-08-19,Completed
O-01092,C-0176,2026-09-17,Processing
O-01093,C-0182,2025-08-25,Completed
O-01094,C-0313,2024-07-22,Completed
O-01095,C-0099,2024-02-24,Completed
O-01096,C-0143,2026-09-17,Completed
O-01097,C-0153,2024-12-01,Cancelled
O-01098,C-0483,2024-12-11,Completed
O-01099,C-0395,2026-03-11,Completed
O-01100,C-0361,2025-08-16,Completed
O-01101,C-0354,2024-07-10,Completed
O-01102,C-0163,2025-12-26,Completed
O-01103,C-0179,2026-05-01,Completed
O-01104,C-0479,2025-10-11,Returned
O-01105,C-0148,2024-09-28,Completed
O-01106,C-0294,2026-05-29,Completed
O-01107,C-0195,2026-09-17,Completed
O-01108,C-0420,2026-03-02,Completed
O-01109,C-0489,2024-04-18,Processing
O-01110,C-0149,2024-03-25,Completed
O-01111,C-0148,2024-08-15,Completed
O-01112,C-0178,2024-09-01,Completed
O-01113,C-0336,2025-05-03,Completed
O-01114,C-0383,2026-09-17,Completed
O-01115,C-0110,2025-04-10,Processing
O-01116,C-0424,2025-11-16,Completed
O-01117,C-0139,2025-03-03,Processing
O-01118,C-0357,2025-07-29,Completed
O-01119,C-0071,2024-11-08,Completed
O-01120,C-0316,2023-11-03,Completed
O-01121,C-0125,2025-01-23,Completed
O-01122,C-0343,2025-01-08,Returned
O-01123,C-0116,2024-02-11,Completed
O-01124,C-0027,2023-11-03,Completed
O-01125,C-0212,2025-03-14,Completed
O-01126,C-0368,2024-11-09,Completed
O-01127,C-0052,2023-09-03,Completed
O-01128,C-0003,2024-08-12,Completed
O-01129,C-0476,2024-03-05,Completed
O-01130,C-0209,2025-02-27,Returned
O-01131,C-0245,2025-03-29,Completed
O-01132,C-0388,2025-04-28,Completed
O-01133,C-0165,2026-04-27,Completed
O-01134,C-0331,2023-07-16,Processing
O-01135,C-0465,2024-12-01,Completed
O-01136,C-0334,2026-09-17,Returned
O-01137,C-0119,2025-04-04,Completed
O-01138,C-0379,2023-04-27,Completed
O-01139,C-0468,2023-09-21,Completed
O-01140,C-0214,2026-03-03,Completed
O-01141,C-0479,2025-02-10,Completed
O-01142,C-0429,2026-09-17,Completed
O-01143,C-0404,2026-09-17,Completed
O-01144,C-0096,2025-08-05,Completed
O-01145,C-0449,2023-05-02,Completed
O-01146,C-0005,2024-08-10,Returned
O-01147,C-0291,2025-04-20,Completed
O-01148,C-0476,2024-09-03,Returned
O-01149,C-0146,2024-11-14,Completed
O-01150,C-0329,2025-02-15,Completed
O-01151,C-0269,2025-11-17,Completed
O-01152,C-0456,2025-10-17,Completed
O-01153,C-0436,2025-04-18,Completed
O-01154,C-0240,2025-12-13,Completed
O-01155,C-0099,2023-10-10,Completed
O-01156,C-0170,2023-11-05,Completed
O-01157,C-0375,2025-08-01,Completed
O-01158,C-0332,2025-10-01,Completed
O-01159,C-0368,2024-01-21,Completed
O-01160,C-0008,2024-05-03,Completed
O-01161,C-0405,2023-12-30,Cancelled
O-01162,C-0291,2025-07-17,Cancelled
O-01163,C-0090,2024-10-16,Completed
O-01164,C-0424,2025-07-25,Completed
O-01165,C-0264,2025-12-21,Completed
O-01166,C-0045,2025-01-29,Completed
O-01167,C-0343,2023-10-20,Completed
O-01168,C-0095,2024-08-31,Completed
O-01169,C-0245,2025-08-03,Completed
O-01170,C-0480,2024-07-30,Completed
O-01171,C-0004,2025-10-24,Completed
O-01172,C-0197,2025-07-27,Completed
O-01173,C-0229,2026-02-09,Returned
O-01174,C-0489,2024-10-23,Completed
O-01175,C-0155,2025-05-18,Completed
O-01176,C-0371,2024-12-31,Returned
O-01177,C-0006,2024-06-02,Completed
O-01178,C-0335,2025-08-11,Completed
O-01179,C-0355,2025-07-20,Completed
O-01180,C-0032,2024-07-05,Completed
O-01181,C-0239,2026-07-15,Returned
O-01182,C-0082,2024-05-02,Completed
O-01183,C-0352,2026-09-17,Processing
O-01184,C-0473,2025-05-04,Completed
O-01185,C-0354,2023-06-26,Completed
O-01186,C-0328,2025-03-11,Completed
O-01187,C-0189,2024-12-07,Completed
O-01188,C-0113,2024-11-14,Completed
O-01189,C-0245,2025-02-09,Completed
O-01190,C-0233,2024-08-09,Completed
O-01191,C-0213,2024-07-20,Completed
O-01192,C-0468,2024-07-20,Processing
O-01193,C-0388,2026-01-09,Completed
O-01194,C-0411,2026-03-18,Completed
O-01195,C-0391,2026-05-31,Completed
O-01196,C-0349,2024-06-01,Returned
O-01197,C-0270,2026-05-27,Completed
O-01198,C-0271,2024-05-14,Returned
O-01199,C-0040,2026-09-17,Completed
O-01200,C-0058,2024-02-21,Completed
O-01201,C-0425,2024-12-20,Completed
O-01202,C-0463,2025-02-09,Returned
O-01203,C-0104,2025-05-10,Completed
O-01204,C-0275,2026-01-28,Completed
O-01205,C-0085,2024-07-23,Completed
O-01206,C-0438,2024-08-07,Completed
O-01207,C-0227,2025-01-30,Processing
O-01208,C-0349,2024-10-06,Completed
O-01209,C-0368,2025-03-03,Processing
O-01210,C-0251,2024-04-10,Completed
O-01211,C-0461,2026-09-17,Completed
O-01212,C-0229,2025-07-07,Completed
O-01213,C-0233,2023-12-06,Completed
O-01214,C-0263,2024-05-28,Completed
O-01215,C-0234,2025-01-04,Completed
O-01216,C-0030,2026-07-15,Completed
O-01217,C-0237,2024-04-26,Cancelled
O-01218,C-0371,2023-06-16,Returned
O-01219,C-0203,2025-10-26,Completed
O-01220,C-0419,2025-01-22,Returned
O-01221,C-0382,2026-01-11,Completed
O-01222,C-0297,2024-06-07,Completed
O-01223,C-0024,2025-11-16,Completed
O-01224,C-0177,2023-06-28,Completed
O-01225,C-0278,2023-11-30,Completed
O-01226,C-0479,2025-03-15,Completed
O-01227,C-0479,2026-05-02,Completed
O-01228,C-0017,2024-12-27,Completed
O-01229,C-0210,2024-09-22,Completed
O-01230,C-0394,2025-06-29,Completed
O-01231,C-0393,2026-09-17,Completed
O-01232,C-0192,2026-09-17,Completed
O-01233,C-0230,2025-11-07,Completed
O-01234,C-0193,2024-10-11,Completed
O-01235,C-0350,2025-08-31,Returned
O-01236,C-0069,2025-01-14,Completed
O-01237,C-0061,2025-10-06,Completed
O-01238,C-0276,2025-08-23,Returned
O-01239,C-0271,2023-09-17,Completed
O-01240,C-0373,2024-02-21,Completed
O-01241,C-0428,2023-08-15,Completed
O-01242,C-0388,2024-07-31,Completed
O-01243,C-0153,2025-08-02,Completed
O-01244,C-0345,2024-10-19,Completed
O-01245,C-0218,2025-03-25,Returned
O-01246,C-0195,2026-04-16,Completed
O-01247,C-0127,2026-08-28,Completed
O-01248,C-0178,2023-11-12,Completed
O-01249,C-0142,2025-02-13,Completed
O-01250,C-0480,2024-03-13,Completed
O-01251,C-0017,2025-05-12,Completed
O-01252,C-0315,2024-10-25,Returned
O-01253,C-0124,2024-03-12,Completed
O-01254,C-0035,2024-12-08,Completed
O-01255,C-0305,2024-01-17,Completed
O-01256,C-0229,2025-06-30,Completed
O-01257,C-0126,2024-01-14,Completed
O-01258,C-0206,2026-01-11,Completed
O-01259,C-0120,2026-09-17,Completed
O-01260,C-0112,2023-08-22,Completed
O-01261,C-0072,2025-03-27,Returned
O-01262,C-0149,2024-10-07,Completed
O-01263,C-0418,2026-09-17,Returned
O-01264,C-0164,2025-10-27,Completed
O-01265,C-0307,2025-07-20,Completed
O-01266,C-0122,2025-10-11,Completed
O-01267,C-0449,2023-08-18,Completed
O-01268,C-0339,2026-08-30,Completed
O-01269,C-0114,2026-03-16,Completed
O-01270,C-0154,2024-03-04,Completed
O-01271,C-0032,2025-09-27,Completed
O-01272,C-0486,2025-04-20,Completed
O-01273,C-0321,2026-08-11,Returned
O-01274,C-0285,2026-09-17,Completed
O-01275,C-0025,2024-01-16,Completed
O-01276,C-0483,2025-03-07,Completed
O-01277,C-0403,2025-08-06,Completed
O-01278,C-0164,2025-05-15,Returned
O-01279,C-0210,2024-08-21,Completed
O-01280,C-0154,2024-06-16,Completed
O-01281,C-0095,2025-10-12,Completed
O-01282,C-0243,2026-04-02,Completed
O-01283,C-0435,2025-09-23,Completed
O-01284,C-0154,2023-10-22,Completed
O-01285,C-0413,2026-07-02,Completed
O-01286,C-0469,2024-05-04,Completed
O-01287,C-0288,2026-03-16,Returned
O-01288,C-0496,2025-11-29,Completed
O-01289,C-0286,2025-12-31,Completed
O-01290,C-0069,2025-02-24,Completed
O-01291,C-0125,2025-08-21,Cancelled
O-01292,C-0105,2025-11-23,Completed
O-01293,C-0332,2025-04-01,Cancelled
O-01294,C-0473,2025-09-23,Returned
O-01295,C-0434,2024-03-18,Completed
O-01296,C-0048,2025-02-08,Completed
O-01297,C-0371,2023-12-06,Returned
O-01298,C-0027,2024-04-23,Completed
O-01299,C-0194,2025-07-11,Returned
O-01300,C-0448,2024-08-18,Cancelled
O-01301,C-0097,2026-09-17,Completed
O-01302,C-0112,2024-10-28,Completed
O-01303,C-0107,2025-11-06,Cancelled
O-01304,C-0156,2023-06-08,Completed
O-01305,C-0109,2023-09-26,Completed
O-01306,C-0493,2023-07-15,Completed
O-01307,C-0383,2026-09-17,Completed
O-01308,C-0469,2024-11-09,Cancelled
O-01309,C-0357,2025-05-21,Returned
O-01310,C-0204,2024-06-03,Completed
O-01311,C-0283,2026-08-10,Completed
O-01312,C-0398,2024-12-07,Completed
O-01313,C-0195,2026-09-17,Returned
O-01314,C-0274,2025-05-04,Completed
O-01315,C-0158,2025-10-27,Completed
O-01316,C-0185,2024-08-14,Completed
O-01317,C-0452,2024-08-03,Completed
O-01318,C-0239,2025-12-13,Cancelled
O-01319,C-0412,2026-07-07,Completed
O-01320,C-0390,2023-12-10,Completed
O-01321,C-0469,2024-09-30,Completed
O-01322,C-0190,2025-05-12,Processing
O-01323,C-0212,2024-05-26,Completed
O-01324,C-0289,2025-07-22,Completed
O-01325,C-0380,2024-08-26,Completed
O-01326,C-0009,2025-10-19,Returned
